,Name,Status,State,Farm,Date.of.colleciton,RectaTemp,X16S.copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBpre_abs,MBcopies,MHcopy_log,MHpre_abs,MHcopies,PMcopy_log,PMpre_abs,PMcopies,Name16S,quality
Beef250,Beef 250,BRD,ID,Farm4,10/1/21,105.1,48701858.03,2.278753601,190,0,2.826074803,0,670,3.633237468,1,4297.713573,4.316926765,1,20745.63655,Beef250,Clean
Beef251,Beef 251,BRD,ID,Farm4,10/1/21,105.3,41996583.69,3.230016853,1698.309556,1,5.751133507,1,563810.9515,5.180032703,1,151367.5225,2.278753601,0,190,Beef251,Clean
Beef252,Beef 252,BRD,ID,Farm4,10/1/21,106.2,330367090,2.948511465,888.201423,1,2.826074803,0,670,5.402631783,1,252715.4435,2.278753601,0,190,Beef252,Clean
Beef253,Beef 253,BRD,ID,Farm4,10/1/21,105.7,237579456.5,3.91447925,8212.573136,1,5.795488073,1,624436.2017,5.021015522,1,104957.994,3.260522378,1,1821.890946,Beef253,Clean
Beef254,Beef 254,BRD,ID,Farm4,10/1/21,105.8,606200024.5,4.640273735,43679.10536,1,2.826074803,0,670,4.68241158,1,48129.5255,2.278753601,0,190,Beef254,Clean
Beef255,Beef 255,BRD,ID,Farm4,10/1/21,104.4,41896880.35,3.159572641,1444.018114,1,2.826074803,0,670,2.230448921,0,170,6.40363406,1,2532993.413,Beef255,Clean
Beef256,Beef 256,BRD,ID,Farm4,10/1/21,104.4,789981508.6,6.837996608,6886469.172,1,2.826074803,0,670,2.230448921,0,170,6.463501386,1,2907377.238,Beef256,Clean
Beef257,Beef 257,BRD,ID,Farm4,10/1/21,105.2,41056771038,3.731113666,5384.106798,1,2.826074803,0,670,2.230448921,0,170,5.833426415,1,681438.1049,Beef257,Clean
Beef258,Beef 258,BRD,ID,Farm4,10/1/21,106.9,35993675.36,3.726229207,5323.891631,1,2.826074803,0,670,4.902449002,1,79882.01325,3.661802353,1,4589.8908,Beef258,Clean
Beef259,Beef 259,Healthy,ID,Farm4,10/6/21,NA,125071.16,2.278753601,190,0,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef259,Clean
Beef26,Beef 26,Healthy,TX,Farm1,3/10/21,102.9,18913797.17,4.719340093,52401.06247,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef26,Clean
Beef260,Beef 260,Healthy,ID,Farm4,10/6/21,NA,7060370.33,3.34809902,2228.943295,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef260,Clean
Beef261,Beef 261,Healthy,ID,Farm4,10/6/21,NA,359700.99,2.278753601,190,0,3.492781119,1,3110.148454,2.230448921,0,170,2.278753601,0,190,Beef261,Clean
Beef262,Beef 262,Healthy,ID,Farm4,10/6/21,NA,19396.13,3.535074962,3428.269552,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef262,Clean
Beef263,Beef 263,Healthy,ID,Farm4,10/6/21,NA,2525738.02,6.39158553,2463686.987,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef263,Clean
Beef266,Beef 266,Healthy,ID,Farm4,10/6/21,NA,1346599.81,3.677790172,4762.008568,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef266,Clean
Beef267,Beef 267,Healthy,ID,Farm4,10/6/21,NA,246897.94,3.365348953,2319.257413,1,2.826074803,0,670,2.230448921,0,170,5.23667143,1,172453.2687,Beef267,Clean
Beef268,Beef 268,Healthy,ID,Farm4,10/6/21,NA,1032926.32,3.263318531,1833.658815,1,2.826074803,0,670,3.479935914,1,3019.506121,2.278753601,0,190,Beef268,Clean
Beef269,Beef 269,BRD,ID,Farm4,10/6/21,107.7,33169.27,3.456096589,2858.226155,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef269,Clean
Beef27,Beef 27,BRD,TX,Farm1,3/11/21,105.3,611101263.8,5.851858165,710981.2791,1,4.583333041,1,38311.84268,5.265971762,1,184489.5461,6.144797873,1,1395718.623,Beef27,Clean
Beef270,Beef 270,BRD,ID,Farm4,10/6/21,106.4,67643.56,4.047939221,11167.06956,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef270,Clean
Beef271,Beef 271,BRD,ID,Farm4,10/6/21,104.1,1262093.9,3.757877945,5726.350738,1,2.826074803,0,670,2.230448921,0,170,5.69588335,1,496458.9565,Beef271,Clean
Beef272,Beef 272,BRD,ID,Farm4,10/6/21,105.3,1144214.74,4.929136283,84944.69922,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef272,Clean
Beef273,Beef 273,BRD,ID,Farm4,10/6/21,105.1,107554.27,3.204007026,1599.583905,1,2.826074803,0,670,3.645949892,1,4425.373103,2.278753601,0,190,Beef273,Clean
Beef274,Beef 274,BRD,ID,Farm4,10/6/21,106.4,35968.16,3.267800244,1852.679276,1,4.894897,1,78504.94254,3.730274452,1,5373.712803,5.139593846,1,137909.3928,Beef274,Clean
Beef275,Beef 275,BRD,ID,Farm4,10/6/21,105.5,651123.28,5.547589185,352849.2389,1,5.505102719,1,319965.1803,2.230448921,0,170,2.278753601,0,190,Beef275,Clean
Beef276,Beef 276,BRD,ID,Farm4,10/6/21,104.3,4735852.42,5.850681123,709056.9578,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef276,Clean
Beef277,Beef 277,BRD,ID,Farm4,10/6/21,104.2,91406.23,3.632376508,4289.202078,1,4.463433658,1,29069.23872,3.475192658,1,2986.707261,2.278753601,0,190,Beef277,Clean
Beef278,Beef 278,BRD,ID,Farm4,10/6/21,107.2,19276.38,3.427350381,2675.163813,1,5.352221716,1,225020.3088,3.551084762,1,3557.007344,3.349162182,1,2234.40648,Beef278,Clean
Beef279,Beef 279,BRD,ID,Farm4,10/6/21,105.5,1187672.55,3.175908151,1499.367701,1,2.826074803,0,670,4.150843195,1,14152.82691,2.278753601,0,190,Beef279,Clean
Beef28,Beef 28,BRD,TX,Farm1,3/8/21,105.4,62313906.88,7.684195331,48327611.39,1,6.870022862,1,7413492.665,5.194295886,1,156421.2983,4.952065103,1,89549.89961,Beef28,Clean
Beef280,Beef 280,BRD,ID,Farm4,10/6/21,105,10492693.55,3.329822143,2137.086708,1,2.826074803,0,670,3.806166556,1,6399.802269,2.278753601,0,190,Beef280,Clean
Beef281,Beef 281,BRD,ID,Farm4,10/6/21,106.1,1453456.11,2.278753601,190,0,2.826074803,0,670,4.445979156,1,27924.09813,2.278753601,0,190,Beef281,Clean
Beef282,Beef 282,BRD,ID,Farm4,10/6/21,106.3,764386.67,5.682925879,481865.5503,1,3.789727251,1,6162.078852,2.230448921,0,170,2.278753601,0,190,Beef282,Clean
Beef283,Beef 283,BRD,ID,Farm4,10/6/21,106.3,120157.29,2.278753601,190,0,3.984735031,1,9654.616576,3.609584925,1,4069.911123,2.278753601,0,190,Beef283,Clean
Beef284,Beef 284,BRD,ID,Farm4,10/6/21,104.5,236680.54,5.059246156,114616.2398,1,3.570116219,1,3716.346667,2.230448921,0,170,5.053862803,1,113204.2684,Beef284,Clean
Beef285,Beef 285,BRD,ID,Farm4,10/6/21,106.1,776204.21,4.461508726,28940.67963,1,3.527059047,1,3365.573245,2.230448921,0,170,5.45890684,1,287678.1256,Beef285,Clean
Beef286,Beef 286,Healthy,ID,Farm4,10/6/21,NA,54975.3,3.079238326,1200.157727,1,2.826074803,0,670,3.450821442,1,2823.718779,2.278753601,0,190,Beef286,Clean
Beef287,Beef 287,Healthy,ID,Farm4,10/6/21,NA,859546.66,3.205209118,1604.017557,1,2.826074803,0,670,2.230448921,0,170,4.311623347,1,20493.84026,Beef287,Clean
Beef288,Beef 288,Healthy,ID,Farm4,10/6/21,NA,1658893.5,5.04724875,111493.2948,1,2.826074803,0,670,3.834099067,1,6824.943596,4.277276091,1,18935.47007,Beef288,Clean
Beef289,Beef 289,Healthy,ID,Farm4,10/6/21,NA,501381.5,3.222812678,1670.369988,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef289,Clean
Beef29,Beef 29,BRD,TX,Farm1,3/10/21,106,29668554.21,5.817881343,657478.178,1,3.474695044,1,2983.287057,2.230448921,0,170,5.376129526,1,237754.9273,Beef29,Clean
Beef290,Beef 290,Healthy,ID,Farm4,10/6/21,NA,591911.72,3.308137536,2033.000735,1,2.826074803,0,670,2.230448921,0,170,4.259122531,1,18160.27963,Beef290,Clean
Beef291,Beef 291,Healthy,ID,Farm4,10/6/21,NA,36965275.12,3.570443966,3719.152327,1,3.770243218,1,5891.735182,4.526087488,1,33580.52546,4.147144128,1,14032.7933,Beef291,Clean
Beef292,Beef 292,Healthy,ID,Farm4,10/6/21,NA,2157904716,4.398057212,25006.74768,1,2.826074803,0,670,2.230448921,0,170,6.504212944,1,3193103.122,Beef292,Clean
Beef293,Beef 293,Healthy,ID,Farm4,10/6/21,NA,1.49E+12,3.285656997,1930.443065,1,3.588147662,1,3873.893363,4.839669445,1,69130.45978,4.560805626,1,36375.21976,Beef293,Clean
Beef296,Beef 296,Healthy,ID,Farm4,10/6/21,NA,409805891.4,3.324784589,2112.441006,1,3.968066843,1,9291.093767,5.972723146,1,939124.4464,4.032541696,1,10778.08727,Beef296,Clean
Beef297,Beef 297,Healthy,ID,Farm4,10/6/21,NA,2.25E+11,3.486178475,3063.222021,1,2.826074803,0,670,6.26659911,1,1847562.379,3.449382773,1,2814.380243,Beef297,Clean
Beef299,Beef 299,Healthy,ID,Farm4,10/6/21,NA,9491543.77,3.111485945,1292.664866,1,2.826074803,0,670,4.111843086,1,12937.28324,3.6200387,1,4169.06532,Beef299,Clean
Beef3,Beef 3,BRD,TX,Farm1,3/4/21,104,39652681.56,7.154880959,14285023.5,1,5.350851654,1,224311.559,2.230448921,0,170,5.005152413,1,101193.4524,Beef3,Clean
Beef30,Beef 30,Healthy,TX,Farm1,3/8/21,102.1,34809890.43,7.724266488,52998855.1,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef30,Clean
Beef300,Beef 300,Healthy,ID,Farm4,10/6/21,NA,18978796.91,3.272834181,1874.278748,1,5.150715868,1,141486.7818,5.610448627,1,407801.32,6.569090821,1,3707582.479,Beef300,Clean
Beef301,Beef 301,Healthy,ID,Farm4,10/6/21,NA,26054702.52,2.278753601,190,0,3.554630261,1,3586.164942,4.592493079,1,39128.48912,3.577896272,1,3783.522074,Beef301,Clean
Beef303,Beef 303,BRD,ID,Farm4,10/8/21,NA,1808103.58,5.031668304,107564.3369,1,6.090496833,1,1231677.004,5.057859245,1,114250.7986,4.441127908,1,27613.9102,Beef303,Clean
Beef305,Beef 305,BRD,ID,Farm4,10/8/21,NA,808664.24,3.202811674,1595.187265,1,2.826074803,0,670,3.174786413,1,1495.499983,3.390123964,1,2455.40968,Beef305,Clean
Beef306,Beef 306,BRD,ID,Farm4,10/8/21,NA,713552.86,2.278753601,190,0,6.293372927,1,1965046.93,4.156640509,1,14343.01686,5.330938686,1,214258.8087,Beef306,Clean
Beef307,Beef 307,BRD,ID,Farm4,10/8/21,NA,185280014.9,2.925367686,842.107792,1,2.826074803,0,670,2.230448921,0,170,3.664577244,1,4619.31144,Beef307,Clean
Beef308,Beef 308,Healthy,ID,Farm4,10/8/21,NA,10250932.28,3.852011751,7112.327572,1,6.623057712,1,4198147.681,3.772436732,1,5921.568152,5.984149525,1,964160.9212,Beef308,Clean
Beef309,Beef 309,Healthy,ID,Farm4,10/8/21,NA,27756166.91,3.16814595,1472.807373,1,3.880490648,1,7594.350688,5.159839259,1,144490.4885,2.278753601,0,190,Beef309,Clean
Beef31,Beef 31,BRD,TX,Farm1,3/8/21,105.8,187156661.7,7.419396334,26266144.8,1,5.523394598,1,333729.5,4.375293597,1,23729.7737,5.003575047,1,100826.5824,Beef31,Clean
Beef312,Beef 312,Healthy,ID,Farm4,10/8/21,NA,32578478.91,3.357078932,2275.510963,1,2.826074803,0,670,3.854653178,1,7155.717357,4.955895514,1,90343.20935,Beef312,Clean
Beef313,Beef 313,BRD,CO,Farm2,10/19/21,104.2,119867240.6,3.776080684,5971.462146,1,2.826074803,0,670,3.638571493,1,4350.823773,5.630865528,1,427430.5194,Beef313,Clean
Beef315,Beef 315,BRD,CO,Farm2,10/19/21,103.5,880415983.8,6.140325008,1381417.673,1,2.826074803,0,670,2.230448921,0,170,5.798481247,1,628754.7035,Beef315,Clean
Beef316,Beef 316,BRD,CO,Farm2,10/19/21,102.8,714394008.8,3.821702189,6632.880738,1,3.414212881,1,2595.45128,2.230448921,0,170,3.649955911,1,4466.382475,Beef316,Clean
Beef317,Beef 317,BRD,CO,Farm2,10/19/21,105.5,380528608.9,3.817028252,6561.87951,1,2.826074803,0,670,2.230448921,0,170,3.884346065,1,7662.06912,Beef317,Clean
Beef318,Beef 318,BRD,CO,Farm2,10/19/21,105.1,473965450.1,6.770744778,5898543.385,1,6.733261497,1,5410800.197,4.068626749,1,11711.88365,3.258838987,1,1814.842691,Beef318,Clean
Beef319,Beef 319,BRD,CO,Farm2,10/19/21,106.4,119068043,4.87564377,75100.66285,1,3.495484063,1,3129.565627,3.941612881,1,8742.041838,3.896888365,1,7886.573682,Beef319,Clean
Beef32,Beef 32,BRD,TX,Farm1,3/8/21,104.5,272845652.5,6.46308135,2904566.673,1,4.490120186,1,30911.50753,2.230448921,0,170,4.46752024,1,29344.06254,Beef32,Clean
Beef320,Beef 320,BRD,CO,Farm2,10/19/21,103.8,200547945.5,5.365735746,232132.3919,1,4.619084172,1,41599.12271,4.480763037,1,30252.62308,5.780547987,1,603320.368,Beef320,Clean
Beef321,Beef 321,Healthy,CO,Farm2,10/19/21,103.5,118679208.2,3.350731272,2242.49391,1,2.826074803,0,670,2.230448921,0,170,3.39964715,1,2509.846432,Beef321,Clean
Beef322,Beef 322,Healthy,CO,Farm2,10/19/21,102.4,1935973167,3.8490116,7063.364207,1,2.826074803,0,670,3.777179989,1,5986.596515,4.612103544,1,40935.82472,Beef322,Clean
Beef323,Beef 323,Healthy,CO,Farm2,10/19/21,103.5,793768628.7,4.1673611,14701.48145,1,2.826074803,0,670,3.085672603,1,1218.070999,4.081227156,1,12056.66395,Beef323,Clean
Beef325,Beef 325,Healthy,CO,Farm2,10/19/21,103.5,294940491.2,4.366467937,23252.40815,1,2.826074803,0,670,3.57934187,1,3796.136931,3.711164796,1,5142.387456,Beef325,Clean
Beef326,Beef 326,Healthy,CO,Farm2,10/19/21,103.5,1111345050,3.843392032,6972.556345,1,2.826074803,0,670,3.070916324,1,1177.379104,3.307011151,1,2027.734785,Beef326,Clean
Beef327,Beef 327,Healthy,CO,Farm2,10/19/21,102.2,500669614.6,3.870723676,7425.465349,1,2.826074803,0,670,3.052143756,1,1127.570632,4.336746183,1,21714.31746,Beef327,Clean
Beef328,Beef 328,Healthy,CO,Farm2,10/19/21,103.5,902714222.8,3.841339301,6939.677699,1,2.826074803,0,670,2.230448921,0,170,4.304507335,1,20160.78022,Beef328,Clean
Beef329,Beef 329,Healthy,CO,Farm2,10/19/21,103.5,168957475.1,3.498179592,3149.050259,1,2.826074803,0,670,2.230448921,0,170,5.338816323,1,218180.6961,Beef329,Clean
Beef33,Beef 33,BRD,TX,Farm1,3/8/21,106,309018610.3,6.669152403,4668231.692,1,5.884346504,1,766207.6852,2.230448921,0,170,3.253962264,1,1794.577687,Beef33,Clean
Beef330,Beef 330,Healthy,CO,Farm2,10/19/21,103.5,250606430.3,4.309557832,20396.60251,1,2.826074803,0,670,4.136554564,1,13694.76436,7.076497025,1,11926060.95,Beef330,Clean
Beef331,Beef 331,Healthy,CO,Farm2,10/19/21,103.5,2427860563,4.300772764,19988.15753,1,3.319929609,1,2088.95752,2.230448921,0,170,4.341663104,1,21961.55587,Beef331,Clean
Beef332,Beef 332,Healthy,CO,Farm2,10/19/21,103.5,235275890.7,6.825444222,6690278.893,1,2.826074803,0,670,4.453857107,1,28435.25364,4.337236522,1,21738.8478,Beef332,Clean
Beef333,Beef 333,Healthy,CO,Farm2,10/19/21,103.5,212305045.2,4.272689276,18736.53488,1,2.826074803,0,670,2.230448921,0,170,3.670340838,1,4681.023678,Beef333,Clean
Beef334,Beef 334,Healthy,CO,Farm2,10/19/21,103.1,750205322.3,4.245918539,17616.45583,1,4.260493182,1,18217.68474,2.230448921,0,170,2.278753601,0,190,Beef334,Clean
Beef335,Beef 335,Healthy,IN,Farm3,10/21/21,103.3,29222866.42,6.071377798,1178630.832,1,2.826074803,0,670,2.230448921,0,170,3.132174189,1,1355.733067,Beef335,Clean
Beef336,Beef 336,Healthy,IN,Farm3,10/21/21,103.3,19221360.3,6.851070014,7096921.708,1,4.594730296,1,39330.57503,4.649350739,1,44601.63083,6.331837269,1,2147025.829,Beef336,Clean
Beef337,Beef 337,Healthy,IN,Farm3,10/21/21,102.9,55510661.59,6.157596386,1437462.043,1,2.826074803,0,670,4.87159157,1,74403.19236,4.819092202,1,65931.38541,Beef337,Clean
Beef338,Beef 338,Healthy,IN,Farm3,10/21/21,103.1,15972845.71,7.344196721,22090051.12,1,2.826074803,0,670,5.828909975,1,674388.2197,5.255168459,1,179956.8817,Beef338,Clean
Beef339,Beef 339,BRD,IN,Farm3,10/21/21,105.6,57723880.59,6.137473448,1372377.055,1,5.249298267,1,177540.8385,2.978465143,1,951.623467,5.52417427,1,334329.1695,Beef339,Clean
Beef34,Beef 34,Healthy,TX,Farm1,3/8/21,101.8,37134877.22,5.899017083,792532.5041,1,2.826074803,0,670,2.230448921,0,170,4.181803948,1,15198.61269,Beef34,Clean
Beef340,Beef 340,BRD,IN,Farm3,10/21/21,104.6,43146323.09,6.753908784,5674254.146,1,3.316999115,1,2074.909291,5.828019299,1,673006.5627,5.809321008,1,644645.5784,Beef340,Clean
Beef341,Beef 341,BRD,IN,Farm3,10/21/21,103.1,673175858.5,7.200134339,15853835.19,1,4.545819303,1,35141.4197,4.211295002,1,16266.53313,6.862269768,1,7282320.154,Beef341,Clean
Beef342,Beef 342 ,BRD,IN,Farm3,10/21/21,105.2,38568526358,7.666365454,46383706.98,1,5.750529897,1,563027.875,3.474973485,1,2985.200361,7.505214641,1,32004764.86,Beef342,Clean
Beef344,Beef 344,Healthy,ID,Farm4,10/29/21,NA,16243966.82,5.746083989,557293.5144,1,2.826074803,0,670,2.230448921,0,170,3.542712103,1,3489.089448,Beef344,Clean
Beef345,Beef 345,Healthy,ID,Farm4,10/29/21,NA,90670622.53,6.064833679,1161003.902,1,6.249393624,1,1775798.25,2.230448921,0,170,6.770211109,1,5891299.598,Beef345,Clean
Beef347,Beef 347,Healthy,ID,Farm4,10/29/21,NA,65828493.93,5.431537172,270107.8289,1,5.838236693,1,689027.7182,2.230448921,0,170,3.476985807,1,2999.064508,Beef347,Clean
Beef348,Beef 348,Healthy,ID,Farm4,10/29/21,NA,178697060,4.1060459,12765.73722,1,2.826074803,0,670,2.230448921,0,170,3.079189495,1,1200.022794,Beef348,Clean
Beef349,Beef 349,Healthy,ID,Farm4,10/29/21,NA,200777902.1,7.127760403,13420243.73,1,6.571538659,1,3728538.735,2.230448921,0,170,5.2496244,1,177674.2129,Beef349,Clean
Beef35,Beef 35,Healthy,TX,Farm1,3/11/21,102.4,607456289.4,6.06585616,1163740.53,1,5.212023998,1,162938.6065,2.230448921,0,170,5.392346563,1,246800.8002,Beef35,Clean
Beef350,Beef 350,Healthy,ID,Farm4,10/29/21,NA,73123616.82,6.563291288,3658400.843,1,5.974407781,1,942774.3985,5.155827305,1,143161.851,4.621347959,1,41816.52687,Beef350,Clean
Beef351,Beef 351,Healthy,ID,Farm4,10/29/21,NA,6565101.66,7.092447462,12372215.09,1,6.332609722,1,2150848.01,4.53645019,1,34391.42651,5.325842854,1,211759.4763,Beef351,Clean
Beef352,Beef 352,Healthy,ID,Farm4,10/29/21,NA,8133734.98,6.296355035,1978586.471,1,5.582446532,1,382337.1795,2.230448921,0,170,4.699977192,1,50116.09131,Beef352,Clean
Beef353,Beef 353,BRD,ID,Farm4,10/29/21,104,422833.96,6.390435999,2457174.494,1,5.187311205,1,153925.7241,2.230448921,0,170,4.431529718,1,27010.31927,Beef353,Clean
Beef354,Beef 354,BRD,ID,Farm4,10/29/21,105.5,1151721.89,4.817997435,65765.39532,1,3.920520263,1,8327.607791,2.230448921,0,170,4.838968411,1,69018.95999,Beef354,Clean
Beef355,Beef 355,BRD,ID,Farm4,10/29/21,104.5,233065.18,5.151170653,141635.0215,1,3.482952303,1,3040.551073,3.290205654,1,1950.76814,4.370573934,1,23473.28838,Beef355,Clean
Beef356,Beef 356,BRD,ID,Farm4,10/29/21,104,1158223.94,5.494476261,312231.1733,1,2.826074803,0,670,2.230448921,0,170,3.29967681,1,1993.778048,Beef356,Clean
Beef357,Beef 357,BRD,ID,Farm4,10/29/21,104.7,690898.55,4.119634659,13171.4825,1,3.390491779,1,2457.490113,2.230448921,0,170,4.410546379,1,25736.31593,Beef357,Clean
Beef358,Beef 358,BRD,ID,Farm4,10/29/21,105.1,628398.47,6.101301765,1262704.608,1,4.083901705,1,12131.14252,2.230448921,0,170,2.278753601,0,190,Beef358,Clean
Beef359,Beef 359,BRD,ID,Farm4,10/29/21,104.9,782182.73,3.691480429,4914.512331,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef359,Clean
Beef36,Beef 36,BRD,TX,Farm1,3/8/21,105.3,81164802.61,5.613079974,410279.6474,1,4.030005668,1,10715.33291,4.394266623,1,24789.43467,4.894675699,1,78464.94939,Beef36,Clean
Beef360,Beef 360,BRD,ID,Farm4,10/29/21,104.5,95435.93,5.803717008,636380.7111,1,4.479012604,1,30130.93468,2.230448921,0,170,3.42646476,1,2669.714128,Beef360,Clean
Beef361,Beef 361,BRD,ID,Farm4,10/29/21,104.7,1334523.45,6.554449994,3584676.705,1,4.54293274,1,34908.62473,4.181410848,1,15184.86196,3.359386262,1,2287.632524,Beef361,Clean
Beef362,Beef 362,BRD,ID,Farm4,10/29/21,105.2,1621922.58,5.757426583,572040.2443,1,4.113623962,1,12990.443,3.399300554,1,2507.844207,2.278753601,0,190,Beef362,Clean
Beef364,Beef 364,BRD,IN,Farm3,11/10/21,102,4.47E+11,7.393592263,24750972.26,1,5.347997756,1,222842.3634,2.230448921,0,170,4.911629294,1,81588.56494,Beef364,Clean
Beef365,Beef 365,BRD,IN,Farm3,11/10/21,104.9,13760432.35,5.469487806,294773.0713,1,2.826074803,0,670,2.230448921,0,170,5.449680866,1,281631.2649,Beef365,Clean
Beef366,Beef 366,Healthy,IN,Farm3,11/10/21,102.9,10485683.16,5.863495795,730290.7413,1,4.010202769,1,10237.70872,5.290278813,1,195109.6785,5.016458919,1,103862.5352,Beef366,Clean
Beef367,Beef 367,Healthy,IN,Farm3,11/10/21,103.3,4185501.27,6.25950946,1817646.647,1,4.177724675,1,15056.5224,5.106872895,1,127900.6923,4.358131086,1,22810.30464,Beef367,Clean
Beef368,Beef 368,Healthy,IN,Farm3,11/10/21,103.3,4863032.5,3.496306216,3135.495747,1,2.826074803,0,670,2.230448921,0,170,4.257161181,1,18078.4495,Beef368,Clean
Beef369,Beef 369,Healthy,IN,Farm3,11/10/21,102.9,633220.19,2.984498366,964.9356815,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef369,Clean
Beef37,Beef 37,BRD,TX,Farm1,3/10/21,105.2,39044.04,5.968715245,930497.5743,1,3.831680445,1,6787.040572,2.230448921,0,170,5.20565036,1,160564.8066,Beef37,Clean
Beef370,Beef 370,BRD,ID,Farm3,11/17/21,NA,806478.34,3.590884224,3898.380486,1,2.826074803,0,670,3.456219632,1,2859.036052,3.448777134,1,2810.458225,Beef370,Clean
Beef371,Beef 371,BRD,ID,Farm3,11/17/21,NA,821663.2,3.280758094,1908.789748,1,3.500555927,1,3166.328184,2.230448921,0,170,3.966993661,1,9268.162964,Beef371,Clean
Beef372,Beef 372,BRD,ID,Farm3,11/17/21,NA,338434.48,3.548333744,3534.546858,1,2.826074803,0,670,2.230448921,0,170,3.296168031,1,1977.734688,Beef372,Clean
Beef373,Beef 373,Healthy,ID,Farm3,11/17/21,NA,1125436.56,3.042366036,1102.46811,1,2.826074803,0,670,2.230448921,0,170,3.533056332,1,3412.371704,Beef373,Clean
Beef374,Beef 374,Healthy,ID,Farm3,11/17/21,NA,1592085.54,3.428659703,2683.241136,1,2.826074803,0,670,2.230448921,0,170,3.599483532,1,3976.34018,Beef374,Clean
Beef375,Beef 375,Healthy,ID,Farm3,11/17/21,NA,210131.54,3.011527136,1026.897594,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef375,Clean
Beef377,Beef 377,BRD,ID,Farm3,11/19/21,NA,2821377.3,5.86044631,725180.8208,1,2.826074803,0,670,3.709193312,1,5119.096446,4.886291827,1,76964.74354,Beef377,Clean
Beef378,Beef 378,BRD,ID,Farm3,11/19/21,NA,2024267.17,5.986224371,968778.2301,1,2.826074803,0,670,3.67124726,1,4690.803709,4.915640567,1,82345.63191,Beef378,Clean
Beef379,Beef 379,BRD,ID,Farm3,11/19/21,NA,614643.67,4.37918858,23943.55211,1,2.826074803,0,670,2.230448921,0,170,4.09285601,1,12383.85933,Beef379,Clean
Beef38,Beef 38,BRD,TX,Farm1,3/8/21,106.1,396976219,6.990634675,9786663.926,1,6.284963454,1,1927362.719,5.12262001,1,132623.355,5.7337944,1,541744.3613,Beef38,Clean
Beef380,Beef 380,Healthy,ID,Farm3,11/19/21,NA,776146.56,3.313817915,2059.76614,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef380,Clean
Beef381,Beef 381,Healthy,ID,Farm3,11/19/21,NA,483372.59,3.264306643,1837.835528,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef381,Clean
Beef382,Beef 382,Healthy,ID,Farm3,11/19/21,NA,771633.13,3.359384482,2287.623146,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef382,Clean
Beef384,Beef 384,Healthy,ID,Farm3,11/23/21,NA,551444.62,3.710347192,5132.715499,1,2.826074803,0,670,2.230448921,0,170,4.51436748,1,32686.42929,Beef384,Clean
Beef385,Beef 385,Healthy,ID,Farm3,11/23/21,NA,258187.08,3.333494077,2155.232251,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef385,Clean
Beef386,Beef 386,Healthy,ID,Farm3,11/23/21,NA,4530405.48,3.00478795,1011.085657,1,2.826074803,0,670,2.230448921,0,170,4.717070258,1,52127.9034,Beef386,Clean
Beef387,Beef 387,Healthy,ID,Farm3,11/23/21,NA,14855406.68,4.166942974,14687.3341,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef387,Clean
Beef388,Beef 388,Healthy,ID,Farm3,11/23/21,NA,459920.46,4.254155615,17953.76825,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef388,Clean
Beef389,Beef 389,Healthy,ID,Farm3,11/23/21,NA,2616841.28,4.041339941,10998.66415,1,2.826074803,0,670,2.230448921,0,170,3.43038749,1,2693.937342,Beef389,Clean
Beef390,Beef 390,Healthy,ID,Farm3,11/23/21,NA,1298615.08,3.959854209,9117.047327,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef390,Clean
Beef391,Beef 391,Healthy,ID,Farm3,11/23/21,NA,1048784.75,4.542808926,34898.67402,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef391,Clean
Beef393,Beef 393,Healthy,ID,Farm4,11/23/21,NA,4621385.35,3.246100984,1762.385796,1,2.826074803,0,670,3.563244186,1,3658.004082,2.278753601,0,190,Beef393,Clean
Beef394,Beef 394,Healthy,ID,Farm4,11/23/21,NA,2440801.21,3.62643714,4230.942662,1,2.826074803,0,670,2.230448921,0,170,2.278753601,0,190,Beef394,Clean
