"","Genus","Status","Abundance.average","overall.max"
"1"," [Agitococcus]_lubricugroup","Healthy",0,0
"2"," [Anaerorhabdus]_furcosa_group","Healthy",2.26179471935233e-06,2.26179471935233e-06
"3"," [Clostridium]_innocuum_group","Healthy",1.28717357278194e-06,1.28717357278194e-06
"4"," [Clostridium]_methylpentosum_group","Healthy",1.5452846799011e-06,1.5452846799011e-06
"5"," [Eubacterium]_brachy_group","Healthy",8.43355376999881e-05,8.43355376999881e-05
"6"," [Eubacterium]_coprostanoligenegroup","Healthy",0.00188029848056532,0.00188029848056532
"7"," [Eubacterium]_eligengroup","Healthy",1.67485578096013e-06,1.67485578096013e-06
"8"," [Eubacterium]_fissicatena_group","Healthy",5.80143817644372e-05,5.80143817644372e-05
"9"," [Eubacterium]_hallii_group","Healthy",6.22990757074173e-05,6.22990757074173e-05
"10"," [Eubacterium]_nodatum_group","Healthy",0.000357050596393671,0.000357050596393671
"11"," [Eubacterium]_oxidoreducengroup","Healthy",6.96127393736242e-06,6.96127393736242e-06
"12"," [Eubacterium]_ruminantium_group","Healthy",3.71644332150416e-05,3.71644332150416e-05
"13"," [Eubacterium]_saphenum_group","Healthy",1.64149807200292e-06,1.64149807200292e-06
"14"," [Eubacterium]_siraeum_group","Healthy",5.23848740741863e-06,5.23848740741863e-06
"15"," [Eubacterium]_ventriosum_group","Healthy",1.34516384012649e-05,1.34516384012649e-05
"16"," [Eubacterium]_xylanophilum_group","Healthy",1.20063902790223e-05,1.20063902790223e-05
"17"," [Ruminococcus]_gauvreauii_group","Healthy",0.000395083656345192,0.000395083656345192
"18"," [Ruminococcus]_gnavugroup","Healthy",0.000178800623720142,0.000178800623720142
"19"," [Ruminococcus]_torquegroup","Healthy",0.000728777412800458,0.000728777412800458
"20"," 0319-6G20","Healthy",3.67300232215135e-06,3.67300232215135e-06
"21"," 0319-7L14","Healthy",0,0
"22"," 11-24","Healthy",7.45089557751086e-06,7.45089557751086e-06
"23"," 1174-901-12","Healthy",1.9551140492703e-06,1.9551140492703e-06
"24"," 37-13","Healthy",0,0
"25"," 67-14","Healthy",7.65770618968517e-07,7.65770618968517e-07
"26"," A0839","Healthy",0,0
"27"," A4b","Healthy",9.17864694261106e-07,9.17864694261106e-07
"28"," AB1","Healthy",5.29016278359901e-07,5.29016278359901e-07
"29"," Abditibacterium","Healthy",8.98207548952735e-06,8.98207548952735e-06
"30"," Absconditabacteriale(SR1)","Healthy",6.08019321697196e-05,6.08019321697196e-05
"31"," Acetitomaculum","Healthy",0.000179482739077035,0.000179482739077035
"32"," Acetoanaerobium","Healthy",9.23039581538036e-05,9.23039581538036e-05
"33"," Acetobacter","Healthy",6.77936961995627e-06,6.77936961995627e-06
"34"," Acetobacteraceae","Healthy",0,0
"35"," Acetobacterium","Healthy",7.92553507285139e-06,7.92553507285139e-06
"36"," Acholeplasma","Healthy",6.1365301811458e-05,6.1365301811458e-05
"37"," Acholeplasmataceae","Healthy",9.44750071092443e-07,9.44750071092443e-07
"38"," Achromobacter","Healthy",2.4832626661726e-05,2.4832626661726e-05
"39"," Acidaminobacter","Healthy",2.31993119393403e-07,2.31993119393403e-07
"40"," Acidaminococcus","Healthy",7.012829017465e-05,7.012829017465e-05
"41"," Acidibacter","Healthy",0,0
"42"," Acinetobacter","Healthy",0.0745936672949281,0.0745936672949281
"43"," Actinoalloteichus","Healthy",2.26255093567794e-07,2.26255093567794e-07
"44"," Actinobacillus","Healthy",8.81174261473522e-05,8.81174261473522e-05
"45"," Actinobacteria","Healthy",4.15863112399895e-06,4.15863112399895e-06
"46"," Actinomyces","Healthy",0.000121192246286177,0.000121192246286177
"47"," Actinomycetospora","Healthy",2.53742962438937e-07,2.53742962438937e-07
"48"," Actinoplanes","Healthy",5.39831170378276e-06,5.39831170378276e-06
"49"," Actinotalea","Healthy",5.60673859704447e-06,5.60673859704447e-06
"50"," Adhaeribacter","Healthy",4.53567185081623e-06,4.53567185081623e-06
"51"," Advenella","Healthy",0.000104613732300338,0.000104613732300338
"52"," Aequorivita","Healthy",0.000184459354332822,0.000184459354332822
"53"," Aeriscardovia","Healthy",9.82807708420108e-06,9.82807708420108e-06
"54"," Aerococcaceae","Healthy",0.00154354714482286,0.00154354714482286
"55"," Aerococcus","Healthy",0.0235919993753062,0.0235919993753062
"56"," Aeromicrobium","Healthy",6.26005440374262e-05,6.26005440374262e-05
"57"," Aeromonas","Healthy",3.54503288996544e-05,3.54503288996544e-05
"58"," Aerosphaera","Healthy",0.000462258227704999,0.000462258227704999
"59"," Aestuariicella","Healthy",2.79292260208567e-06,2.79292260208567e-06
"60"," Agaricicola","Healthy",1.30271573136548e-05,1.30271573136548e-05
"61"," Agathobacter","Healthy",0.000106726860514482,0.000106726860514482
"62"," Aggregatibacter","Healthy",4.66708124437419e-06,4.66708124437419e-06
"63"," Agromyces","Healthy",0,0
"64"," AKAU3644","Healthy",0.000179481890889453,0.000179481890889453
"65"," AKIW781","Healthy",2.40993030169198e-06,2.40993030169198e-06
"66"," Akkermansia","Healthy",0.000232208899924587,0.000232208899924587
"67"," AKYG1722","Healthy",5.88215571595541e-07,5.88215571595541e-07
"68"," Alcaligenaceae","Healthy",5.44238619607199e-05,5.44238619607199e-05
"69"," Alcaligenes","Healthy",0.000108882805365076,0.000108882805365076
"70"," Alcanivorax","Healthy",2.13553424339837e-07,2.13553424339837e-07
"71"," Algoriphagus","Healthy",8.62905291342922e-06,8.62905291342922e-06
"72"," Aliicoccus","Healthy",1.56195520945412e-05,1.56195520945412e-05
"73"," Aliidiomarina","Healthy",0.000204383445692718,0.000204383445692718
"74"," Aliifodinibius","Healthy",0,0
"75"," Aliihoeflea","Healthy",6.58018872968305e-07,6.58018872968305e-07
"76"," Alishewanella","Healthy",0.000854926010735306,0.000854926010735306
"77"," Alistipes","Healthy",0.000135801341403804,0.000135801341403804
"78"," Aliterella","Healthy",0,0
"79"," Alkalibacter","Healthy",2.10865076083282e-07,2.10865076083282e-07
"80"," Alkalibacterium","Healthy",0.000269751810459549,0.000269751810459549
"81"," Alkalibaculum","Healthy",1.87122851563601e-05,1.87122851563601e-05
"82"," Alkaliphilus","Healthy",1.02673359603783e-06,1.02673359603783e-06
"83"," Alkanindiges","Healthy",6.73046751161877e-06,6.73046751161877e-06
"84"," Allisonella","Healthy",8.37247633801761e-06,8.37247633801761e-06
"85"," Allobaculum","Healthy",2.59416673228744e-06,2.59416673228744e-06
"86"," Allofustis","Healthy",1.28153552760351e-06,1.28153552760351e-06
"87"," Alloiococcus","Healthy",2.56706971809511e-05,2.56706971809511e-05
"88"," Alloprevotella","Healthy",0.00232071958909044,0.00232071958909044
"89"," Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Healthy",0.00170717604218802,0.00170717604218802
"90"," Alphaproteobacteria","Healthy",9.29128592857311e-07,9.29128592857311e-07
"91"," Altererythrobacter","Healthy",9.83855564724607e-05,9.83855564724607e-05
"92"," Alysiella","Healthy",0.00134947467130721,0.00134947467130721
"93"," Amaricoccus","Healthy",3.53784314778863e-06,3.53784314778863e-06
"94"," Aminobacter","Healthy",3.32494256668436e-05,3.32494256668436e-05
"95"," Ammoniibacillus","Healthy",3.86935060301894e-06,3.86935060301894e-06
"96"," Ammoniphilus","Healthy",7.70425242741615e-07,7.70425242741615e-07
"97"," Amnibacterium","Healthy",2.17766280701262e-06,2.17766280701262e-06
"98"," Amnipila","Healthy",1.53734191281799e-06,1.53734191281799e-06
"99"," Amphibacillus","Healthy",2.4168026000777e-06,2.4168026000777e-06
"100"," Amycolatopsis","Healthy",8.87016456284104e-07,8.87016456284104e-07
"101"," Anaerobiospirillum","Healthy",0,0
"102"," Anaerocella","Healthy",1.97622044884198e-05,1.97622044884198e-05
"103"," Anaerococcus","Healthy",5.90662907314574e-05,5.90662907314574e-05
"104"," Anaerocolumna","Healthy",0,0
"105"," Anaerofilum","Healthy",2.14962143886504e-06,2.14962143886504e-06
"106"," Anaeromusa-Anaeroarcus","Healthy",2.31993119393403e-07,2.31993119393403e-07
"107"," Anaeroplasma","Healthy",2.08657769917817e-05,2.08657769917817e-05
"108"," Anaerosalibacter","Healthy",5.66850042655466e-07,5.66850042655466e-07
"109"," Anaerosporobacter","Healthy",2.60362163594407e-05,2.60362163594407e-05
"110"," Anaerostignum","Healthy",3.59155603626538e-07,3.59155603626538e-07
"111"," Anaerostipes","Healthy",2.3129918183969e-05,2.3129918183969e-05
"112"," Anaerovibrio","Healthy",0.000537117418386126,0.000537117418386126
"113"," Anaerovoracaceae","Healthy",2.60502121532553e-05,2.60502121532553e-05
"114"," Anaerovorax","Healthy",7.81450837538141e-06,7.81450837538141e-06
"115"," Angelakisella","Healthy",1.43357186080632e-05,1.43357186080632e-05
"116"," Antarcticibacterium","Healthy",9.82034730750543e-06,9.82034730750543e-06
"117"," Antricoccus","Healthy",1.54270499964016e-05,1.54270499964016e-05
"118"," Aquabacterium","Healthy",9.2573785554431e-06,9.2573785554431e-06
"119"," Aquamicrobium","Healthy",2.71820429924308e-06,2.71820429924308e-06
"120"," Aquaspirillum","Healthy",0,0
"121"," Aquiflexum","Healthy",0,0
"122"," Aquisphaera","Healthy",0,0
"123"," Aquitalea","Healthy",4.63986238786806e-07,4.63986238786806e-07
"124"," Arachidicoccus","Healthy",6.86639860823644e-07,6.86639860823644e-07
"125"," Arcanobacterium","Healthy",5.61466550630246e-07,5.61466550630246e-07
"126"," Arcicella","Healthy",1.00399881572762e-06,1.00399881572762e-06
"127"," Arcobacter","Healthy",2.53662549563399e-05,2.53662549563399e-05
"128"," Arcobacteraceae","Healthy",5.79930145878498e-06,5.79930145878498e-06
"129"," Arcticibacter","Healthy",7.30158605583541e-06,7.30158605583541e-06
"130"," Arenibacter","Healthy",1.46752322192441e-06,1.46752322192441e-06
"131"," Arenimonas","Healthy",1.66237462639291e-05,1.66237462639291e-05
"132"," Aridibacter","Healthy",2.45068855325655e-06,2.45068855325655e-06
"133"," Armatimonadales","Healthy",3.16881001314968e-06,3.16881001314968e-06
"134"," Armatimonas","Healthy",1.85155697425965e-06,1.85155697425965e-06
"135"," Arthrobacter","Healthy",0.000466230366565153,0.000466230366565153
"136"," Atopobiaceae","Healthy",3.2525115295566e-06,3.2525115295566e-06
"137"," Atopobium","Healthy",4.8982644003699e-06,4.8982644003699e-06
"138"," Atopococcus","Healthy",0,0
"139"," Atopostipes","Healthy",0.00266807918344746,0.00266807918344746
"140"," Aurantimicrobium","Healthy",0,0
"141"," Aurantisolimonas","Healthy",4.05023941586361e-06,4.05023941586361e-06
"142"," Aureimonas","Healthy",5.06112202408207e-05,5.06112202408207e-05
"143"," Azoarcus","Healthy",1.25940939250811e-06,1.25940939250811e-06
"144"," Azospirillum","Healthy",1.36332174954929e-06,1.36332174954929e-06
"145"," Babeliales","Healthy",1.5870488350797e-06,1.5870488350797e-06
"146"," Bacillaceae","Healthy",5.02922581441364e-05,5.02922581441364e-05
"147"," Bacillales","Healthy",0.000381088284629955,0.000381088284629955
"148"," Bacilli","Healthy",0,0
"149"," Bacillus","Healthy",0.00112749883890777,0.00112749883890777
"150"," Bacteriovorax","Healthy",7.04725923255038e-06,7.04725923255038e-06
"151"," BacteroidaleRF16_group","Healthy",4.0495853898311e-05,4.0495853898311e-05
"152"," Bacteroidales","Healthy",2.89632871820013e-05,2.89632871820013e-05
"153"," BacteroidaleUCG-001","Healthy",4.38951639520711e-06,4.38951639520711e-06
"154"," Bacteroides","Healthy",0.00303731389336343,0.00303731389336343
"155"," BacteroideteVC2.1_Bac22","Healthy",5.07485924877874e-07,5.07485924877874e-07
"156"," Bacteroidia","Healthy",7.12250781182994e-06,7.12250781182994e-06
"157"," Barnesiella","Healthy",1.91296032252402e-06,1.91296032252402e-06
"158"," Bavariicoccus","Healthy",8.97889009066345e-07,8.97889009066345e-07
"159"," BD1-7_clade","Healthy",7.55407847164729e-07,7.55407847164729e-07
"160"," Bdellovibrio","Healthy",1.80744784375669e-05,1.80744784375669e-05
"161"," Beijerinckiaceae","Healthy",3.21686024691839e-06,3.21686024691839e-06
"162"," Belnapia","Healthy",8.00179240149793e-07,8.00179240149793e-07
"163"," Bergeyella","Healthy",0.00317635895399646,0.00317635895399646
"164"," Berkelbacteria","Healthy",2.17890058537579e-06,2.17890058537579e-06
"165"," Beutenbergiaceae","Healthy",3.08586435628951e-05,3.08586435628951e-05
"166"," Bhargavaea","Healthy",5.8172259215204e-06,5.8172259215204e-06
"167"," Bibersteinia","Healthy",0.000738967888826309,0.000738967888826309
"168"," Bifidobacteriaceae","Healthy",1.13469855635552e-05,1.13469855635552e-05
"169"," Bifidobacterium","Healthy",0.00151314510258135,0.00151314510258135
"170"," Bilophila","Healthy",8.72154460826349e-06,8.72154460826349e-06
"171"," Blastocatella","Healthy",1.02728053843633e-05,1.02728053843633e-05
"172"," Blastocatellaceae","Healthy",1.84507973328768e-06,1.84507973328768e-06
"173"," Blastococcus","Healthy",5.73006036808969e-06,5.73006036808969e-06
"174"," Blastomonas","Healthy",1.26263880255116e-06,1.26263880255116e-06
"175"," Blastopirellula","Healthy",1.46858351081777e-06,1.46858351081777e-06
"176"," Blautia","Healthy",0.0015078752477388,0.0015078752477388
"177"," Blfdi19","Healthy",2.82047846134333e-06,2.82047846134333e-06
"178"," Bogoriella","Healthy",6.20283577822828e-06,6.20283577822828e-06
"179"," Bordetella","Healthy",1.10862709734231e-05,1.10862709734231e-05
"180"," Bosea","Healthy",1.39885845916046e-05,1.39885845916046e-05
"181"," Brachybacterium","Healthy",0.0010064515114428,0.0010064515114428
"182"," Brachymonas","Healthy",4.71606609660956e-07,4.71606609660956e-07
"183"," Bradymonadaceae","Healthy",4.02937003912566e-06,4.02937003912566e-06
"184"," Bradymonadales","Healthy",3.47361710065261e-05,3.47361710065261e-05
"185"," Bradyrhizobium","Healthy",4.91817498991018e-06,4.91817498991018e-06
"186"," Brevibacillus","Healthy",9.85067654939075e-07,9.85067654939075e-07
"187"," Brevibacterium","Healthy",0.00105850877551723,0.00105850877551723
"188"," Brevundimonas","Healthy",0.00452987332225204,0.00452987332225204
"189"," Breznakia","Healthy",7.46822416757868e-06,7.46822416757868e-06
"190"," Brochothrix","Healthy",2.50714195655065e-05,2.50714195655065e-05
"191"," Brumimicrobium","Healthy",3.86544131816996e-05,3.86544131816996e-05
"192"," Bryobacter","Healthy",4.21099912972685e-07,4.21099912972685e-07
"193"," BSV13","Healthy",0,0
"194"," Burkholderia-Caballeronia-Paraburkholderia","Healthy",4.8566718375152e-06,4.8566718375152e-06
"195"," Burkholderiaceae","Healthy",0,0
"196"," Burkholderiales","Healthy",2.51696750720797e-06,2.51696750720797e-06
"197"," Butyricicoccaceae","Healthy",8.67398285975701e-06,8.67398285975701e-06
"198"," Butyricicoccus","Healthy",2.92457149521376e-05,2.92457149521376e-05
"199"," Butyricimonas","Healthy",4.3938474622632e-05,4.3938474622632e-05
"200"," Butyrivibrio","Healthy",8.65545693643796e-06,8.65545693643796e-06
"201"," C0119","Healthy",2.72040148773317e-07,2.72040148773317e-07
"202"," C1-B045","Healthy",2.3303306860553e-06,2.3303306860553e-06
"203"," Caedibacter","Healthy",1.28501057196555e-06,1.28501057196555e-06
"204"," Caenarcaniphilales","Healthy",0,0
"205"," CAG-352","Healthy",4.05505975114672e-05,4.05505975114672e-05
"206"," CAG-56","Healthy",3.09545394139533e-05,3.09545394139533e-05
"207"," Caldibacillus","Healthy",9.44750071092443e-07,9.44750071092443e-07
"208"," Caldicoprobacter","Healthy",7.161486599292e-07,7.161486599292e-07
"209"," Caloramatoraceae","Healthy",0,0
"210"," Caloribacterium","Healthy",0,0
"211"," Camelimonas","Healthy",3.75882043612258e-05,3.75882043612258e-05
"212"," Campylobacter","Healthy",0.000265409439143091,0.000265409439143091
"213"," CandidatuAlysiosphaera","Healthy",7.34291755408885e-07,7.34291755408885e-07
"214"," CandidatuArthromitus","Healthy",0,0
"215"," CandidatuAzambacteria","Healthy",1.39716981842555e-05,1.39716981842555e-05
"216"," CandidatuBerkiella","Healthy",2.06392436227361e-06,2.06392436227361e-06
"217"," CandidatuCampbellbacteria","Healthy",7.80420193840768e-07,7.80420193840768e-07
"218"," CandidatuKaiserbacteria","Healthy",1.33318662694623e-05,1.33318662694623e-05
"219"," CandidatuLloydbacteria","Healthy",0,0
"220"," CandidatuMethanomethylophilus","Healthy",0,0
"221"," CandidatuMethanoplasma","Healthy",1.00167666363826e-06,1.00167666363826e-06
"222"," CandidatuNitrocosmicus","Healthy",1.14074701505044e-06,1.14074701505044e-06
"223"," CandidatuNomurabacteria","Healthy",6.32622480599386e-06,6.32622480599386e-06
"224"," CandidatuOmnitrophus","Healthy",6.90762655505784e-07,6.90762655505784e-07
"225"," CandidatuParacaedibacter","Healthy",1.5801784938023e-07,1.5801784938023e-07
"226"," CandidatuPlanktoluna","Healthy",1.63539591448366e-05,1.63539591448366e-05
"227"," CandidatuProtochlamydia","Healthy",5.67307142923715e-07,5.67307142923715e-07
"228"," CandidatuSaccharimonas","Healthy",1.4097500965922e-06,1.4097500965922e-06
"229"," CandidatuSoleaferrea","Healthy",3.33595939486828e-06,3.33595939486828e-06
"230"," CandidatuSolibacter","Healthy",0,0
"231"," CandidatuStoquefichus","Healthy",1.96288739421943e-06,1.96288739421943e-06
"232"," CandidatuUdaeobacter","Healthy",0,0
"233"," CandidatuVogelbacteria","Healthy",2.80733275315123e-07,2.80733275315123e-07
"234"," CandidatuXiphinematobacter","Healthy",1.30446508615503e-06,1.30446508615503e-06
"235"," CandidatuYonathbacteria","Healthy",2.64697007217993e-06,2.64697007217993e-06
"236"," CandidatuZambryskibacteria","Healthy",4.71854299632335e-06,4.71854299632335e-06
"237"," Candidimonas","Healthy",4.0275829651809e-06,4.0275829651809e-06
"238"," Capnocytophaga","Healthy",0.000142587049591987,0.000142587049591987
"239"," Caproiciproducens","Healthy",1.69678651636222e-06,1.69678651636222e-06
"240"," Carnobacteriaceae","Healthy",0.00223437391187399,0.00223437391187399
"241"," Carnobacterium","Healthy",0.00183767653750041,0.00183767653750041
"242"," Castellaniella","Healthy",4.17396903666753e-06,4.17396903666753e-06
"243"," Catellicoccus","Healthy",3.75613978906226e-06,3.75613978906226e-06
"244"," Catenibacterium","Healthy",7.40745610457254e-07,7.40745610457254e-07
"245"," Catenisphaera","Healthy",4.47881746057931e-05,4.47881746057931e-05
"246"," Catonella","Healthy",0,0
"247"," Caulobacter","Healthy",1.01497184975575e-06,1.01497184975575e-06
"248"," Caviibacter","Healthy",0.00071346475041827,0.00071346475041827
"249"," Cellulomonas","Healthy",1.61125055916656e-05,1.61125055916656e-05
"250"," Cellulosilyticum","Healthy",1.74532578745418e-06,1.74532578745418e-06
"251"," Cellulosimicrobium","Healthy",2.06755813912848e-06,2.06755813912848e-06
"252"," Cellvibrio","Healthy",5.63862409536744e-05,5.63862409536744e-05
"253"," Cellvibrionaceae","Healthy",0,0
"254"," Cerasicoccus","Healthy",0,0
"255"," Cereibacter","Healthy",5.36259027999598e-07,5.36259027999598e-07
"256"," Cesiribacter","Healthy",0,0
"257"," Chelativorans","Healthy",5.55473150385498e-06,5.55473150385498e-06
"258"," Chelatococcus","Healthy",8.35004896209707e-06,8.35004896209707e-06
"259"," Chishuiella","Healthy",0,0
"260"," Chitinivorax","Healthy",1.5801784938023e-07,1.5801784938023e-07
"261"," Chitinophaga","Healthy",3.50573854342173e-07,3.50573854342173e-07
"262"," Chitinophagaceae","Healthy",0.000917440297546541,0.000917440297546541
"263"," CHKCI001","Healthy",6.19886807701324e-06,6.19886807701324e-06
"264"," CHKCI002","Healthy",0,0
"265"," Chlamydia","Healthy",4.36002266478903e-05,4.36002266478903e-05
"266"," Christensenella","Healthy",5.00938281840271e-06,5.00938281840271e-06
"267"," Christensenellaceae","Healthy",1.77919864131841e-05,1.77919864131841e-05
"268"," Christensenellaceae_R-7_group","Healthy",0.00124944527110724,0.00124944527110724
"269"," Chryseobacterium","Healthy",0.00539504202331801,0.00539504202331801
"270"," Chryseolinea","Healthy",0,0
"271"," Chryseomicrobium","Healthy",2.43722968846765e-06,2.43722968846765e-06
"272"," Chthoniobacter","Healthy",1.10031962567069e-05,1.10031962567069e-05
"273"," Chthoniobacteraceae","Healthy",0,0
"274"," Chthoniobacterales","Healthy",1.01462757620549e-05,1.01462757620549e-05
"275"," Chthonomonadales","Healthy",0,0
"276"," Citricoccus","Healthy",6.17447000246742e-05,6.17447000246742e-05
"277"," CL500-29_marine_group","Healthy",1.91093635244291e-06,1.91093635244291e-06
"278"," Clavibacter","Healthy",0.000313045557050166,0.000313045557050166
"279"," Cloacibacillus","Healthy",0.000279012228841842,0.000279012228841842
"280"," Cloacibacterium","Healthy",1.52315693431119e-05,1.52315693431119e-05
"281"," Clostridia","Healthy",8.32301545624937e-05,8.32301545624937e-05
"282"," Clostridia_UCG-014","Healthy",0.000512509174239144,0.000512509174239144
"283"," Clostridia_vadinBB60_group","Healthy",0.000179658269545037,0.000179658269545037
"284"," Clostridiaceae","Healthy",2.74155609257676e-06,2.74155609257676e-06
"285"," Clostridiisalibacter","Healthy",1.48876069418678e-06,1.48876069418678e-06
"286"," Clostridioides","Healthy",3.84909027117814e-05,3.84909027117814e-05
"287"," Clostridium_sensu_strict1","Healthy",0.00121780345293108,0.00121780345293108
"288"," Clostridium_sensu_strict10","Healthy",1.71623143037592e-06,1.71623143037592e-06
"289"," Clostridium_sensu_strict12","Healthy",7.55800056873954e-07,7.55800056873954e-07
"290"," Clostridium_sensu_strict13","Healthy",5.79102570419972e-06,5.79102570419972e-06
"291"," Clostridium_sensu_strict19","Healthy",9.49211490015244e-07,9.49211490015244e-07
"292"," Clostridium_sensu_strict2","Healthy",6.07211136970674e-06,6.07211136970674e-06
"293"," Clostridium_sensu_strict3","Healthy",2.954971261427e-07,2.954971261427e-07
"294"," Clostridium_sensu_strict6","Healthy",1.04705698458059e-06,1.04705698458059e-06
"295"," Clostridium_sensu_strict7","Healthy",0,0
"296"," Clostridium_sensu_strict9","Healthy",0,0
"297"," Cnuella","Healthy",2.06413867685641e-06,2.06413867685641e-06
"298"," Colidextribacter","Healthy",9.07697922730372e-05,9.07697922730372e-05
"299"," Collinsella","Healthy",0.00149906005548071,0.00149906005548071
"300"," Comamonadaceae","Healthy",0.00256627279176009,0.00256627279176009
"301"," Comamonas","Healthy",0.00220133784908323,0.00220133784908323
"302"," Conchiformibius","Healthy",1.12516820154489e-05,1.12516820154489e-05
"303"," Conexibacter","Healthy",5.0425347088304e-06,5.0425347088304e-06
"304"," Confluentibacter","Healthy",6.45432848429223e-06,6.45432848429223e-06
"305"," Constrictibacter","Healthy",0,0
"306"," Coprobacter","Healthy",3.87409113356242e-06,3.87409113356242e-06
"307"," Coprococcus","Healthy",0.000777296339023817,0.000777296339023817
"308"," Corallococcus","Healthy",0,0
"309"," Coriobacteriaceae","Healthy",1.14933937873282e-06,1.14933937873282e-06
"310"," Coriobacteriales","Healthy",1.00462663079284e-05,1.00462663079284e-05
"311"," Corticibacter","Healthy",4.29686022135537e-06,4.29686022135537e-06
"312"," Corynebacteriaceae","Healthy",0,0
"313"," Corynebacterium","Healthy",0.0183150399655615,0.0183150399655615
"314"," Coxiella","Healthy",8.75921860153362e-06,8.75921860153362e-06
"315"," CPla-3_termite_group","Healthy",2.89911093931194e-07,2.89911093931194e-07
"316"," CPla-4_termite_group","Healthy",1.12821685202132e-05,1.12821685202132e-05
"317"," Craurococcus-Caldovatus","Healthy",0,0
"318"," Crocinitomicaceae","Healthy",2.1445734979456e-06,2.1445734979456e-06
"319"," Crocinitomix","Healthy",3.89922454171927e-06,3.89922454171927e-06
"320"," Cryobacterium","Healthy",0,0
"321"," Cryomorpha","Healthy",2.53821345688892e-06,2.53821345688892e-06
"322"," Cupriavidus","Healthy",4.4558861699319e-07,4.4558861699319e-07
"323"," Curtobacterium","Healthy",0.000457229247234201,0.000457229247234201
"324"," Curvibacter","Healthy",0,0
"325"," Cyclobacteriaceae","Healthy",3.09181150391175e-05,3.09181150391175e-05
"326"," Cytophaga","Healthy",4.49052824104437e-07,4.49052824104437e-07
"327"," D05-2","Healthy",6.88741082903652e-06,6.88741082903652e-06
"328"," Defluviicoccus","Healthy",1.11569586335599e-05,1.11569586335599e-05
"329"," Defluviitaleaceae_UCG-011","Healthy",1.84407856246687e-05,1.84407856246687e-05
"330"," Deinococcus","Healthy",0.00301652558304811,0.00301652558304811
"331"," Delftia","Healthy",7.63258318473935e-06,7.63258318473935e-06
"332"," Demequina","Healthy",6.31961443082406e-06,6.31961443082406e-06
"333"," Denitrobacterium","Healthy",6.62087421019904e-06,6.62087421019904e-06
"334"," Dermacoccaceae","Healthy",1.05296139025959e-05,1.05296139025959e-05
"335"," Dermacoccus","Healthy",2.61788222993625e-06,2.61788222993625e-06
"336"," Dermatophilaceae","Healthy",2.34472374327293e-05,2.34472374327293e-05
"337"," Desemzia","Healthy",0.000523013243837781,0.000523013243837781
"338"," Desulfobulbus","Healthy",1.9400230238992e-06,1.9400230238992e-06
"339"," Desulfohalotomaculum","Healthy",0,0
"340"," Desulfomicrobium","Healthy",1.5870488350797e-06,1.5870488350797e-06
"341"," Desulfomonile","Healthy",0,0
"342"," Desulfonispora","Healthy",3.08402115175244e-06,3.08402115175244e-06
"343"," Desulfoprunum","Healthy",2.19160261160134e-07,2.19160261160134e-07
"344"," Desulfosporosinus","Healthy",3.17886863924807e-06,3.17886863924807e-06
"345"," Desulfotalea","Healthy",1.30076311650886e-06,1.30076311650886e-06
"346"," Desulfovibrio","Healthy",4.44405419954592e-05,4.44405419954592e-05
"347"," Desulfovibrionaceae","Healthy",4.8470613197753e-06,4.8470613197753e-06
"348"," DEV114","Healthy",0,0
"349"," Devosia","Healthy",0.000266388539330351,0.000266388539330351
"350"," Devosiaceae","Healthy",1.19129863335812e-05,1.19129863335812e-05
"351"," dgA-11_gut_group","Healthy",2.80608368898222e-05,2.80608368898222e-05
"352"," Dialister","Healthy",8.57057306055943e-05,8.57057306055943e-05
"353"," Dielma","Healthy",1.39239886714261e-06,1.39239886714261e-06
"354"," Dietzia","Healthy",0.00145344959936541,0.00145344959936541
"355"," DNF00809","Healthy",8.10545619990414e-06,8.10545619990414e-06
"356"," Dokdonella","Healthy",4.87403067714908e-07,4.87403067714908e-07
"357"," Dongia","Healthy",1.58179150089868e-06,1.58179150089868e-06
"358"," Dorea","Healthy",0.000546700991328617,0.000546700991328617
